Title,ReplyIndex,CrawlingTime,Content,Like,Hate
[앵커의 눈] 삼성·LG에 부품업체도 타격…수요 이동 ‘기대…,6,2020.9.16 0:34,앵커의눈이 삐꾸니? 화웨이는 소비자이기도하지만 최대 경쟁상대야 그것도 반칙만 일삼는 야비한 쓰레기 일시적 매출감소는 있지만 장기적으로 국가호재야 중국몽문재인한테는 악재겠지만 ㅎ,6,3
[앵커의 눈] 삼성·LG에 부품업체도 타격…수요 이동 ‘기대…,7,2020.9.16 0:34,내 짪은소견으론 지금 화웨이를 꺽지 못하면 세계가 잠식당한다 첫째로 중국은 공산국가다. 결국 화웨이도 국가서 움직인다. 힘이 강해질수록 중국은 무역보복으로 한라라를 휘청인다. 또 끌려가고 결국 중화제일 인민 공화국을 꿈꾸는게 실현될수도 인구가 많기에 정말로 견제가 없다면 정말 우리 후대에는 굽신거리며 살아야한다. 지금 미국의 경제 전쟁이 나뿐것만은 아니다. 그러니 제발 한쪽으로 너무 쏠림은 안좋다. 특히 중국,3,0
[앵커의 눈] 삼성·LG에 부품업체도 타격…수요 이동 ‘기대…,8,2020.9.16 0:34,이게 사실 하청들만 죽어남,2,0
[앵커의 눈] 삼성·LG에 부품업체도 타격…수요 이동 ‘기대…,9,2020.9.16 0:34,만세를 불러도 시원찮은 이 상황에 왜 징징거리나. 도대체 생각 좀하고 분석 좀하고 기사써라. 내 기술 홈쳐다가 장사하던 앞집 놈이 망했단 말이다. 소비자 시장이 도대체 파이가 소멸 되냐고. 참 어처구니가 없다.,2,0
[앵커의 눈] 삼성·LG에 부품업체도 타격…수요 이동 ‘기대…,10,2020.9.16 0:34,뭐 이런 기사를 화웨이에 못하는 수출 미국 버라이즌에10조 이미 했자나 화웨이가 없으니 시장은 더 늘었고 어차피 시장은 다각화 해야할건데 이기회에 트럼프 엎고 미국.유럽 전부 경쟁 할수 있는데 뭐가 악재야?중국에만 팔아야 하나?기자 중국 그만 빨아라,3,2
[앵커의 눈] 삼성·LG에 부품업체도 타격…수요 이동 ‘기대…,11,2020.9.16 0:34,좋아요ㅡ아주좋아 삼성 연봉부러워했는데,2,1
[앵커의 눈] 삼성·LG에 부품업체도 타격…수요 이동 ‘기대…,12,2020.9.16 0:34,삼성 매출이 년 300조에 달하는데 ... 중국 그만 빨아라,2,1
[앵커의 눈] 삼성·LG에 부품업체도 타격…수요 이동 ‘기대…,13,2020.9.16 0:34,언어가 같은 사람끼리도 갈등잇는데 언어가 다른 사람들끼리 갈등 잇는건 당연하다.국가끼리의 갈등에 대비해서 수출은 어느 한국가에만 의존하지 않아야한다.,1,0
[앵커의 눈] 삼성·LG에 부품업체도 타격…수요 이동 ‘기대…,14,2020.9.16 0:34,중국거 쓰는 정신 못차리는 LG 전자도 좀 처맞아야 된다.,1,0
[앵커의 눈] 삼성·LG에 부품업체도 타격…수요 이동 ‘기대…,15,2020.9.16 0:34,미국이 중국제재하는데 우리가 왜 못 파는겨?,1,1
[앵커의 눈] 삼성·LG에 부품업체도 타격…수요 이동 ‘기대…,16,2020.9.16 0:34,화웨이가 만들어서 팔 물건 다른 곳에서 만들어 팔겠지 거기에 부품팔면된다. 뭔 걱정이냐,1,1
[앵커의 눈] 삼성·LG에 부품업체도 타격…수요 이동 ‘기대…,17,2020.9.16 0:34,중국엄청빨아데네 두고보셔 별탈 없을테니...,1,1
[앵커의 눈] 삼성·LG에 부품업체도 타격…수요 이동 ‘기대…,18,2020.9.16 0:34,이제보면 삼성이 하청업체를 쥐어짜기 어떻게든 손해안보려고 신사적인면을 버리고 하청업체죽이기 단가 쥐어짜기 시작됩니다!!!!실적문제 해결이안되면 동시 다발적인 탄성이 나올거예요,0,0
[앵커의 눈] 삼성·LG에 부품업체도 타격…수요 이동 ‘기대…,19,2020.9.16 0:34,적절한 타이밍에 화웨이 거래중단/중국 공산당 경영 화웨이는 이제 맛이갑니다. KBS 친중기자님 세계 흐름좀 파악하고 기사쓰시길/ 미국이 화웨이 재제하는데 삼성전자 주식은 왜오를까요? 경제 논리를 모르면 경제기사는 자제하시길,0,0
"[영상]車 돌진뒤 20분간 편의점 뭉개…30대女 난동, 공포탄 …경기도 평택에 있는 한 편의점 안으로 승용차를 몰고 돌진한 뒤 앞뒤로 운전하는 등 난동을 벌인 30대 여성 운전자가 경찰에 …",1,2020.9.16 0:34,별 제 정신 아닌 인간들 많다 편의점을 박살 내놨네..택배 사라졌다고 암만 화가 난다고 저러면 되나 지 인생 망치고 다른 사람 가게 망치고 지 차도 망치고 그냥 감옥에서 사는게 저 인간 인생을 위해 낫겠다..,1792,13
"[영상]車 돌진뒤 20분간 편의점 뭉개…30대女 난동, 공포탄 …경기도 평택에 있는 한 편의점 안으로 승용차를 몰고 돌진한 뒤 앞뒤로 운전하는 등 난동을 벌인 30대 여성 운전자가 경찰에 …",2,2020.9.16 0:34,내 참 별... 요새 감정 컨트롤 못하는 인간이 왜 이리 많누,615,1
"[영상]車 돌진뒤 20분간 편의점 뭉개…30대女 난동, 공포탄 …경기도 평택에 있는 한 편의점 안으로 승용차를 몰고 돌진한 뒤 앞뒤로 운전하는 등 난동을 벌인 30대 여성 운전자가 경찰에 …",3,2020.9.16 0:34,경찰 이20분동안 보고 있었다고 하는게 말이됩니까,644,97
"[영상]車 돌진뒤 20분간 편의점 뭉개…30대女 난동, 공포탄 …경기도 평택에 있는 한 편의점 안으로 승용차를 몰고 돌진한 뒤 앞뒤로 운전하는 등 난동을 벌인 30대 여성 운전자가 경찰에 …",4,2020.9.16 0:34,미국이였으면벌써저세상갔을텐데법이너무약해,430,9
"[영상]車 돌진뒤 20분간 편의점 뭉개…30대女 난동, 공포탄 …경기도 평택에 있는 한 편의점 안으로 승용차를 몰고 돌진한 뒤 앞뒤로 운전하는 등 난동을 벌인 30대 여성 운전자가 경찰에 …",5,2020.9.16 0:34,음주운전은 아닌 듯 한데.... 분노 조절이 안 되는 것인지 약기운에 한 짓인지는 모르겠지만 차로 상대방을 위협한 사건이기 때문에 강한 처벌을 받아야 한다! 차가 흉기다! 고의적으로 위협한 사건이기에 가벼운 처벌은 못 받는다! 경찰이 공포탄을 쏠 정도면 강압적으로 제압한 사건이다! 젊은 사람이 순간의 분노로 인생 망치게 되었다.,246,11
"[영상]車 돌진뒤 20분간 편의점 뭉개…30대女 난동, 공포탄 …경기도 평택에 있는 한 편의점 안으로 승용차를 몰고 돌진한 뒤 앞뒤로 운전하는 등 난동을 벌인 30대 여성 운전자가 경찰에 …",6,2020.9.16 0:34,공권력 좀 강회해주세요. 멍하니 손 놓고 바라만 보는 우리나라 경찰보면 안쓰럽습니다. 안에 3명 있었는데 상황이 진짜 위험했으면 생각만해도 끔찍합니다. 글구 이런 정신이상자는 엉구 사회외 격리될수 있도록 해야지. 얼마뒤 또 그럴 가능성 농후한데. 언젠가 인명사고 납니다요. 이러다,67,0
"[영상]車 돌진뒤 20분간 편의점 뭉개…30대女 난동, 공포탄 …경기도 평택에 있는 한 편의점 안으로 승용차를 몰고 돌진한 뒤 앞뒤로 운전하는 등 난동을 벌인 30대 여성 운전자가 경찰에 …",7,2020.9.16 0:34,경찰 욕하시는분들 봐주세요공권력이 바닥인데 경찰이 저기서 뭘 해야해요? 순찰차로 차 못나오게 막은게 최선인데 아무 무장 없이 다가가서 경찰이 다쳐야 잘 한겁니까?? 그렇다고 총 쏴서 잘못하다가 피의자가 맞아서 다치거나 죽으면 국가나 조직에서 책임져주지도 않고 온전히 본인이 책임져서 직위해제나 파면당하는게 현실인데 .. 공권력이 약해서 뭐 할 수가 없습니다,72,7
"[영상]車 돌진뒤 20분간 편의점 뭉개…30대女 난동, 공포탄 …경기도 평택에 있는 한 편의점 안으로 승용차를 몰고 돌진한 뒤 앞뒤로 운전하는 등 난동을 벌인 30대 여성 운전자가 경찰에 …",8,2020.9.16 0:34,편의점운영햇던사람였습니다.범죄도있엇고 코로나도 타격잇어편의점은 접엇엇죠.그런데말입니다.진상행패범죄는 항상 있을겁니다.진상행패사건들이 맨날있어결국에는야간은 영업안햇엇습니다.거히4년동안스트레스받아정신치료받엇고진짜댓글 중에 혼자는 안하는게 낮다고 위험하다고 이런댓글잇는데 진짜 맞습니다 저도 죽을 수도 잇겟구나 한두번 아니고 이때까지 전체1500일중 500일정도는 괴롭힘 당한거같습니다 체력도 안좋고 편의점하시는분들은 옆에파출소 있는데도 행패는 그대로 입니다.코로나로 이계기로 야간행패진상은 좀 사라질겁니다.편의점점주님들 그래도 힘내세요.,50,3
"[영상]車 돌진뒤 20분간 편의점 뭉개…30대女 난동, 공포탄 …경기도 평택에 있는 한 편의점 안으로 승용차를 몰고 돌진한 뒤 앞뒤로 운전하는 등 난동을 벌인 30대 여성 운전자가 경찰에 …",9,2020.9.16 0:34,경찰보고 뭐하냐 뭐냐 떠들지마라 뭣만하면 과잉대응이다 뭐다 징계먹고 승진도 못하고 🐕똥될텐데 어떻하라고? 공포탄 쐇어도 왜쐇냐 다른방법이 잇지 않냐 감찰 뜰거다.. 공권력이 개같은데 경찰이 일을 할수잇겟냐,48,2
"[영상]車 돌진뒤 20분간 편의점 뭉개…30대女 난동, 공포탄 …경기도 평택에 있는 한 편의점 안으로 승용차를 몰고 돌진한 뒤 앞뒤로 운전하는 등 난동을 벌인 30대 여성 운전자가 경찰에 …",10,2020.9.16 0:34,뽕쟁이 포르쉐에 분노조절 제네시스... 진짜 별 이상한 인간들 많네,36,1
"[영상]車 돌진뒤 20분간 편의점 뭉개…30대女 난동, 공포탄 …경기도 평택에 있는 한 편의점 안으로 승용차를 몰고 돌진한 뒤 앞뒤로 운전하는 등 난동을 벌인 30대 여성 운전자가 경찰에 …",11,2020.9.16 0:34,"세상이 점점 무법천지가 되어가고 있다 18ㄱ 벤츠녀, 포르쉐남, 제네시스녀 셋다 평생 한방에 가둬라",35,0
"[영상]車 돌진뒤 20분간 편의점 뭉개…30대女 난동, 공포탄 …경기도 평택에 있는 한 편의점 안으로 승용차를 몰고 돌진한 뒤 앞뒤로 운전하는 등 난동을 벌인 30대 여성 운전자가 경찰에 …",12,2020.9.16 0:34,저 동네사람들 왈 !! 택배 저곳에 맏겨둔거 분실 !! 주인년이 모르겟다 배쩨라 한게 한두건이 아니라고 함 .. 얼마나 열 받앗으면 저지경을 만들어 놓앗을까요 . 조사해서 편의점 주인 절도죄도 조사 해야 할듯,69,36
"[영상]車 돌진뒤 20분간 편의점 뭉개…30대女 난동, 공포탄 …경기도 평택에 있는 한 편의점 안으로 승용차를 몰고 돌진한 뒤 앞뒤로 운전하는 등 난동을 벌인 30대 여성 운전자가 경찰에 …",13,2020.9.16 0:34,돈 있다고 맘대로 하면 눈 튀어나올 정도로 벌금때리는 법을 만들어야 하지 않을까?,28,1
"[영상]車 돌진뒤 20분간 편의점 뭉개…30대女 난동, 공포탄 …경기도 평택에 있는 한 편의점 안으로 승용차를 몰고 돌진한 뒤 앞뒤로 운전하는 등 난동을 벌인 30대 여성 운전자가 경찰에 …",14,2020.9.16 0:34,공권력에 응하지 않으면 미국처럼 즉시 경고 후 공포탄 쏘고 바로 실탄 쏠 수 있게 해라. 20분동안 경찰과 시민들은 얼마나 공포스러웠겠냐.,23,1
"[영상]車 돌진뒤 20분간 편의점 뭉개…30대女 난동, 공포탄 …경기도 평택에 있는 한 편의점 안으로 승용차를 몰고 돌진한 뒤 앞뒤로 운전하는 등 난동을 벌인 30대 여성 운전자가 경찰에 …",15,2020.9.16 0:34,미국이 참 부럽다 미국이었다면 제네시스 운전석이 벌집이 되었을텐데,21,0
"[영상]車 돌진뒤 20분간 편의점 뭉개…30대女 난동, 공포탄 …경기도 평택에 있는 한 편의점 안으로 승용차를 몰고 돌진한 뒤 앞뒤로 운전하는 등 난동을 벌인 30대 여성 운전자가 경찰에 …",16,2020.9.16 0:34,코로나로 집에만 있으니 참다못한 정신병자들이 속속들이 나와 사고치기 시작하네요.음주에 뺑소니에 대마에 가지가지..법이 너무 허술하고 죄없는 국민만 희생당합니다.추미애 아들이고 조국 딸이고 관심없고 입법 좀 잘합시다. 국민 좀 살립시다. 가해자를 위한 법 말고 피해자를 위한 법을 만들어주세요. 가해자 인권만 있는 이 나라...,18,0
"[영상]車 돌진뒤 20분간 편의점 뭉개…30대女 난동, 공포탄 …경기도 평택에 있는 한 편의점 안으로 승용차를 몰고 돌진한 뒤 앞뒤로 운전하는 등 난동을 벌인 30대 여성 운전자가 경찰에 …",17,2020.9.16 0:34,"저건 손괴죄가 아니라, ""살인미수"" 아니냐? 편의점 안에 사람이 있는걸 알고도 차로 돌진했다면 죽일 생각도 있었던거다.",17,0
"[영상]車 돌진뒤 20분간 편의점 뭉개…30대女 난동, 공포탄 …경기도 평택에 있는 한 편의점 안으로 승용차를 몰고 돌진한 뒤 앞뒤로 운전하는 등 난동을 벌인 30대 여성 운전자가 경찰에 …",18,2020.9.16 0:34,"나라 잘만나서 살아있네요, 저여자 미국에서 저짓거리했으면 지금 저 자동차 벌집되고 물론 사람을 상대로 갈기진 않겠지만, 자동차 걸레되고 질질끌려 나왔을텐데, 그리고 감옥에 100년 있게되죠.",17,1
"[영상]車 돌진뒤 20분간 편의점 뭉개…30대女 난동, 공포탄 …경기도 평택에 있는 한 편의점 안으로 승용차를 몰고 돌진한 뒤 앞뒤로 운전하는 등 난동을 벌인 30대 여성 운전자가 경찰에 …",19,2020.9.16 0:34,요즘 30대 여자들 문제 많네요ㅋㅋㅋ인천 음주운전도 그렇고,16,0
"[영상]車 돌진뒤 20분간 편의점 뭉개…30대女 난동, 공포탄 …경기도 평택에 있는 한 편의점 안으로 승용차를 몰고 돌진한 뒤 앞뒤로 운전하는 등 난동을 벌인 30대 여성 운전자가 경찰에 …",20,2020.9.16 0:34,20분동안 아무것도 안하고 멀뚱멀뚱 구경하고 있으면 굳이 경찰이 필요하나싶음. 저러다가 밀어버려서 사람 죽을때까지 가만히 있는거임?? 돌발사건 일어날시 메뉴얼 그런거 안배웠음? 공무원시험합격해서 그냥하는거지 경찰로서 사명감 가지고 하는 애가 있기는 있냐??적성에 안맞으면 그만두는게 맞는거 아님?? 공무원한다고 굳이 적성에도 맞지않은 직업을 해가지고.. 이런 쓸모없는 경찰들은 다 짤라야함,27,12
"개그맨 김형인, 도박장 개설 혐의로 재판 넘겨져",1,2020.9.16 0:34,꼭 생긴대로 처 놀고있다 저런넘은 구속시켜 사회로 부터 격리해라,1286,24
"개그맨 김형인, 도박장 개설 혐의로 재판 넘겨져",2,2020.9.16 0:34,유튜브에서 깡패들이랑 다니더니,475,15
"개그맨 김형인, 도박장 개설 혐의로 재판 넘겨져",3,2020.9.16 0:34,관상은 싸이언스.,473,16
"개그맨 김형인, 도박장 개설 혐의로 재판 넘겨져",4,2020.9.16 0:34,도박하다 걸린거야~ 그런거야~~ 가방 가는거야~,185,12
"개그맨 김형인, 도박장 개설 혐의로 재판 넘겨져",5,2020.9.16 0:34,관상은 거짓말 안한다..,182,14
"개그맨 김형인, 도박장 개설 혐의로 재판 넘겨져",6,2020.9.16 0:34,깜빵다녀온 깡패출신 섭외해서 깜빵썰 푸는 유투브 운영하시더니 진짜 깜빵가겠네 이분 유투브하시면서 깜빵공부 많이하셔서 깜빵생활 잘하실거에요,59,2
"개그맨 김형인, 도박장 개설 혐의로 재판 넘겨져",7,2020.9.16 0:34,사진보고 유승준인줄 알았다,38,3
"개그맨 김형인, 도박장 개설 혐의로 재판 넘겨져",8,2020.9.16 0:34,관상이 이창명 같다,36,4
"개그맨 김형인, 도박장 개설 혐의로 재판 넘겨져",9,2020.9.16 0:34,먹식이가 신고했나보내 ㅎㅎㅎ,32,2
"개그맨 김형인, 도박장 개설 혐의로 재판 넘겨져",10,2020.9.16 0:34,둘중하나다 경쟁 하우스가 신고 했거나 돈 잃은 놈이 신고 했거나ㅋ,26,1
"개그맨 김형인, 도박장 개설 혐의로 재판 넘겨져",11,2020.9.16 0:34,도박쟁이들은 걸으면 신발에서 도박도박 소리가 납니다!,23,2
"개그맨 김형인, 도박장 개설 혐의로 재판 넘겨져",12,2020.9.16 0:34,"김형인,윤미향,추미애보면 진심 관상은 과학이상인듯",34,15
"개그맨 김형인, 도박장 개설 혐의로 재판 넘겨져",13,2020.9.16 0:34,"또또 연예인 고발로 물타기 시작한다. 이정도 가지고는 추미애, 윤미향, 조국 덮기에는 약하지. 좀더 쎈거 가져와라. 후딱 하나 만들든가",42,26
"개그맨 김형인, 도박장 개설 혐의로 재판 넘겨져",14,2020.9.16 0:34,개그맨중에 이상한 놈들 많네. 도박장. 차량절도. 화장실 몰카. 또 뭐 있니?,15,2
"개그맨 김형인, 도박장 개설 혐의로 재판 넘겨져",15,2020.9.16 0:34,검색순위가 추미애를 완전 없애버렸네~추미애 보호하려고 애쓴다,100,88
"개그맨 김형인, 도박장 개설 혐의로 재판 넘겨져",16,2020.9.16 0:34,범죄와의 전쟁 최민식이냐? ㅋㅋㅋㅋㅋ 유튜브 건달들이랑 어울리면서 형님 소리 듣다 보니 지가 진짜 건달인 줄 알고 나대버리네; 아 너 같은 애들을 반달이라고 한다며? 주제 파악 좀 하고 살자..,14,2
"개그맨 김형인, 도박장 개설 혐의로 재판 넘겨져",17,2020.9.16 0:34,깡패들이랑 징역설풀더니만 직접풀게생겼네,8,1
"개그맨 김형인, 도박장 개설 혐의로 재판 넘겨져",18,2020.9.16 0:34,유승준 닮음,7,0
"개그맨 김형인, 도박장 개설 혐의로 재판 넘겨져",19,2020.9.16 0:34,조폭하고 유튜찍더니..,7,0
"개그맨 김형인, 도박장 개설 혐의로 재판 넘겨져",20,2020.9.16 0:34,콩밥먹는거야~그런거야~,7,1
"여론 들끓자…당직병 공익신고 아니라던 권익위 ""조사 착수""",1,2020.9.16 0:34,이런걸 권익위가 보호하지 않으면 대체 권익위는 누구를 보호하는 것인가? 정부를 위한 권익위다 문정부 사법 검찰 언론 모든걸 다 확실히 장악하셨네. 이나라에 더이상 정의나 진실은 죽었다고 본다. 정부입장과 여당 입맛에만 맞는 권익위는 더이상 존재의 이유가 없지않을까?,1990,16
"여론 들끓자…당직병 공익신고 아니라던 권익위 ""조사 착수""",2,2020.9.16 0:34,"""당직사병은 우리들의 아들이다. 털 끝 하나라도 건드리지 마라.""",1087,14
"여론 들끓자…당직병 공익신고 아니라던 권익위 ""조사 착수""",3,2020.9.16 0:34,역대급 정권이다 최순실은 양반이네,768,10
"여론 들끓자…당직병 공익신고 아니라던 권익위 ""조사 착수""",4,2020.9.16 0:34,문씨가 임명한 권익위원장 ~~~ 그렇지~~ㅠ,289,2
"여론 들끓자…당직병 공익신고 아니라던 권익위 ""조사 착수""",5,2020.9.16 0:34,밥값도못하는 관익위 세금 축내지말고.없애라.,262,1
"여론 들끓자…당직병 공익신고 아니라던 권익위 ""조사 착수""",6,2020.9.16 0:34,"민주주의는 더 퇴보한것 같아요. 성공한 정부가 되길 바랬는데, 최악의 정부가 될듯 합니다. 오지게 자기 패거리만 챙기니...패거리정권이라 칭해도 될듯...",69,0
"여론 들끓자…당직병 공익신고 아니라던 권익위 ""조사 착수""",7,2020.9.16 0:34,"🤮🥶🤢추미애장관 아들 서일병 구할려고 청와대.민주당과 국방부.외교부등 각부처도 부족해서권익위도 동참하여 서일병 구하기에 나섰군..🤢🤢🥶도대체 추미애장관 아들이 누구길래 , 온 국가기관들이 서일병 장관아들 옹호에 나서는 코미디가 21세기 대한민국에서 벌어지고 있습니다. 🤩🤩🤩국민여러분! 이게 나랍니까?",54,0
"여론 들끓자…당직병 공익신고 아니라던 권익위 ""조사 착수""",8,2020.9.16 0:34,"이정부의 최대 단점이 여론을 너무 의식한다. 간을 보고 아니다 싶으면 이리갔다, 저리 갔다. 한마디로 줏대가 없다. 이러니 모든 일이 중구난방,땜질식 이다. 가장 대표적인게 부동산정책과 검찰개혁이다. 역사상 가장 흠이 많은 정권중 하나임은 분명하다.",52,0
"여론 들끓자…당직병 공익신고 아니라던 권익위 ""조사 착수""",9,2020.9.16 0:34,집권 3년만에 이렇게 망가지다니 그저 놀라울뿐이다.,48,1
"여론 들끓자…당직병 공익신고 아니라던 권익위 ""조사 착수""",10,2020.9.16 0:34,캐나다로 먹튀한 윤지오보고 공익제보자라고 안민석 털보 김어중이 엄청나게 빨아댔지 윤지오도 공익제보자라고 하는 마당에 A씨가 공익제보자 자격이 안된다는게 말이 되냐고,47,0
"여론 들끓자…당직병 공익신고 아니라던 권익위 ""조사 착수""",11,2020.9.16 0:34,우리가 격어보지못한 미친정부 아니야? 박근혜가 권한없는 여자로 인해서 촛불로 탄핵을 했는데 이게 뭐야 정의가 있고 공정이 있기나 한거야. 계속 이꼴지면 촛불이 아니라 횃불을 들어야 할판이군..한식에 죽나 청명에죽나 같은거라면 코로나로 죽을지언정 광화문에서 다시 탄핵을 외쳐야...,43,0
"여론 들끓자…당직병 공익신고 아니라던 권익위 ""조사 착수""",12,2020.9.16 0:34,권익위..누굴위한 단체인가요!? 문재앙과 그 패거리들을 위해 세금만 축내는것들. 없애는게 답이다 퉷!!,39,0
"여론 들끓자…당직병 공익신고 아니라던 권익위 ""조사 착수""",13,2020.9.16 0:34,문재인 탄핵후 사형!!0,35,1
"여론 들끓자…당직병 공익신고 아니라던 권익위 ""조사 착수""",14,2020.9.16 0:34,국민 권익에도 니편 네편이 있었군 한심하네 그리고 군인권센터 인지 뭔지는 당직사병 보호 안하냐?너도 니편네편 가리냐?,34,0
"여론 들끓자…당직병 공익신고 아니라던 권익위 ""조사 착수""",15,2020.9.16 0:34,내편만 위한 권익위 있을 필요없다,32,1
"여론 들끓자…당직병 공익신고 아니라던 권익위 ""조사 착수""",16,2020.9.16 0:34,지금 이것은 대한민국이아니다 정말화가치민다 국가대표 축구대표팀 경기에 온 마음을담아 응원해 승리를할때도 올림픽에서 우리선수가 금메달따서 태극기가 올라가며 애국가가 울려퍼질때도 가슴이 찡하고 울컥했는데 지금이나라는 뭐가 어지되어돌아가는것인지 애국심이라는 단어는 옛말이되어 무슨 의미인지도 모르겠고 미쳐돌아가는 현실이 정말화가난다 촞불도 애국심으로들었는데 국민으로서 난 배신당했다,31,0
"여론 들끓자…당직병 공익신고 아니라던 권익위 ""조사 착수""",17,2020.9.16 0:34,대한민국이 무너지고 있다.이런 정권은 본적이 없다.최순실 국정농단에 분노했는데 최근 일어나는 꼴을 보니 최순실이 보다 나은게 하나도 없구나~~!!,31,2
"여론 들끓자…당직병 공익신고 아니라던 권익위 ""조사 착수""",18,2020.9.16 0:34,전현희 물러나라 ..샹스러운정권,24,1
"여론 들끓자…당직병 공익신고 아니라던 권익위 ""조사 착수""",19,2020.9.16 0:34,선택적 권익위 부끄러운줄 알아라,22,1
"여론 들끓자…당직병 공익신고 아니라던 권익위 ""조사 착수""",20,2020.9.16 0:34,저런 걸 공익위라고 우리가 세금 내서 월급주냐? 대가리가 민주당 출신이니 저렇게 나오는거지 .. 니들은 모든게 내편만 챙긴다냐? 진짜 화난다,21,0
[단독] 서울 한복판에 '불법 도박장' 차린 개그맨들,1,2020.9.16 0:34,이것도 2년전일을 지금터트리네 초신성애들은 3년전일이고 개그맨은 2018 년 2년전 잠잠히 있다가 추미애 윤미향 조국등 여론을 다른곳으로 옮길라구 국민들이 이젠 바보 천치가 아니다 검찰이 어찌조사하는지 잘지켜 볼것이다,4173,503
[단독] 서울 한복판에 '불법 도박장' 차린 개그맨들,2,2020.9.16 0:34,김형인,808,37
[단독] 서울 한복판에 '불법 도박장' 차린 개그맨들,3,2020.9.16 0:34,이름을 몰라서 암만 검색해도 잘 안나와서. 성형 했던 게 생각나서 구글에서 성형 개그맨 검색했더니 바로 나옴,458,45
[단독] 서울 한복판에 '불법 도박장' 차린 개그맨들,4,2020.9.16 0:34,와~실검 1위부터 10위가 도박장 개그맨이다! 이걸로 추녀 얼굴 덮게???국민을 개돼지로 아는 언론!,372,67
[단독] 서울 한복판에 '불법 도박장' 차린 개그맨들,5,2020.9.16 0:34,이 인간 눈 까뒤집고 유툽에 전과자들 불러다가 쌩쇼하더만 진짜 한심하다 ㅉㅉ,308,33
[단독] 서울 한복판에 '불법 도박장' 차린 개그맨들,6,2020.9.16 0:34,모자이크해도 이건 대놓고 그놈이다 알려주네ㅋ,167,36
[단독] 서울 한복판에 '불법 도박장' 차린 개그맨들,7,2020.9.16 0:34,"MBC가 진짜 존나 속보이는게... 최근 사건이면 모르겠는데, 초신성은 2016년, 저 개그맨은 2018년 사건임. ㅋㅋㅋㅋㅋ 추미애가 그리하라 시키더냐? 아님 문재앙이더냐?",173,58
[단독] 서울 한복판에 '불법 도박장' 차린 개그맨들,8,2020.9.16 0:34,관심없어요. 추미애 윤미향 사건이나 보도해줘요,95,13
[단독] 서울 한복판에 '불법 도박장' 차린 개그맨들,9,2020.9.16 0:34,김형인이라고 왜 말을 못해!! 김형인!! 추매아들은 서재휘!!,115,39
[단독] 서울 한복판에 '불법 도박장' 차린 개그맨들,10,2020.9.16 0:34,김ㅎ ㅇ?,66,10
[단독] 서울 한복판에 '불법 도박장' 차린 개그맨들,11,2020.9.16 0:34,재소자 먹는음식 만들었다가 지가 셀프로 먹게 생겼네,58,5
[단독] 서울 한복판에 '불법 도박장' 차린 개그맨들,12,2020.9.16 0:34,추미애 가릴려고 실시간 검색어 전체를 개그맨 + 도박으로 깔아버리는 건 너무 하다고 생각하지 않냐?,61,22
[단독] 서울 한복판에 '불법 도박장' 차린 개그맨들,13,2020.9.16 0:34,여론몰이좀 하려했는데 추미애 언급하며 여론안좋아지니까. 검색어에서 내렸네? 뉴스메인도 내리고ㅋㅋㅋ 여론조작도 정도껏해라. 다 티가 나잖아.,41,2
[단독] 서울 한복판에 '불법 도박장' 차린 개그맨들,14,2020.9.16 0:34,근데 실검 왜이래 오바스러울정도로 실검을 장악하네혹시 뭐 덮을일 있나 의심스럽네,43,9
[단독] 서울 한복판에 '불법 도박장' 차린 개그맨들,15,2020.9.16 0:34,"MBC 추미에 사건 덮으려고, 2016년-2018년 도박사건 모아놨나봐? 내일은 또 무슨 사건이 터질지~??? 차례차례 터뜨리면서 추미애 이슈 덮으려하는게 눈에 보인다.",47,14
[단독] 서울 한복판에 '불법 도박장' 차린 개그맨들,16,2020.9.16 0:34,서일병구하기 애미추 대단하네!?~,39,8
[단독] 서울 한복판에 '불법 도박장' 차린 개그맨들,17,2020.9.16 0:34,김형인 검색했더니 양세형은 왜 나옴? 예전에 도박쟁이 었어? 헐,36,7
[단독] 서울 한복판에 '불법 도박장' 차린 개그맨들,18,2020.9.16 0:34,ㅋㅋㅋㅋ조국 추미애 윤미양 덮어야되는데 코로나 때문에 연예인들도 집에서 나올지 않으니 뉴스거리가 없지 ㅋㅋㅋㅋㅋㅋㅋㅋ 그러니 몇년전 얘기나마 새삼스레 내보내는거고ㅋㅋ 진짜 웃기네 양아치정권,28,3
[단독] 서울 한복판에 '불법 도박장' 차린 개그맨들,19,2020.9.16 0:34,룰라 이상민은 불법도박장개설 유죄받고도 방송국.피디 인멕이 좋은지.금새 복귀하드만.방송 수십탕뛰게 도와주고 빚도.금새 다갚게.도와주고.잘나갈대.돈좀.많이.뿌렸으니.그렜겟지만..김형인은 이제 끝이네.백없으니..유전무죄.무전유죄,23,2
"경기 평택 편의점에 차량 돌진… ""점주와 싸운 후 홧김에""(…",1,2020.9.16 0:34,법좀 강화하고 저렇게 만든거 무조건 피의자 돈으로 해서 보상하게 하고 돈없으면 차압 딱지라도 붙혀서 인생 거덜나게 만들어줘야 한다~~,1045,9
"경기 평택 편의점에 차량 돌진… ""점주와 싸운 후 홧김에""(…",2,2020.9.16 0:34,이게 남자 여자 나눠서 싸울일인가 그냥 정신 나간 사람 잘못이지..;; 뭐만 하면 성별 탓 지겹다,298,10
