Title,ReplyIndex,CrawlingTime,Content,Like,Hate
"경기 평택 편의점에 차량 돌진… ""점주와 싸운 후 홧김에""(…",3,2020.9.16 0:34,기자님 40대 A씨 아니고 30대 여성 A씨입니다... 수정좀,275,50
"경기 평택 편의점에 차량 돌진… ""점주와 싸운 후 홧김에""(…",4,2020.9.16 0:34,얼마나 심했으면 경찰이 총기도발까지 하냐,164,31
"경기 평택 편의점에 차량 돌진… ""점주와 싸운 후 홧김에""(…",5,2020.9.16 0:34,이것도 너프해 보시지~,72,9
"경기 평택 편의점에 차량 돌진… ""점주와 싸운 후 홧김에""(…",6,2020.9.16 0:34,저거 택배 비싼 물건이 아니라 그림이었고 미니스톱에서 열리는 어린이 사생대회 공모전 참가하려고 택배 부친 거였음 뭘 자꾸 점주가 훔쳤대.. 그냥 분실한거지,48,0
"경기 평택 편의점에 차량 돌진… ""점주와 싸운 후 홧김에""(…",7,2020.9.16 0:34,여성이 이래도 사회적 약자인가요?ㅋㅋㅋㅋㅋ 참 웃긴나라입니다,114,69
"경기 평택 편의점에 차량 돌진… ""점주와 싸운 후 홧김에""(…",8,2020.9.16 0:34,실제로 본 1인 내가 여태 살면서 봤던 도라이중 최강 그냥 영상에 못담음,44,1
"경기 평택 편의점에 차량 돌진… ""점주와 싸운 후 홧김에""(…",9,2020.9.16 0:34,경찰 욕하시는분들 봐주세요공권력이 바닥인데 경찰이 저기서 뭘 해야해요? 순찰차로 차 못나오게 막은게 최선인데 아무 무장 없이 다가가서 경찰이 다쳐야 잘 한겁니까?? 그렇다고 총 쏴서 잘못하다가 피의자가 맞아서 다치거나 죽으면 국가나 조직에서 책임져주지도 않고 온전히 본인이 책임져서 직위해제나 파면당하는게 현실인데 .. 공권력이 약해서 뭐 할 수가 없습니다,28,2
"경기 평택 편의점에 차량 돌진… ""점주와 싸운 후 홧김에""(…",10,2020.9.16 0:34,뭐 점주랑 몇번의 언쟁이 있었겠지. 그렇다한들 차로 편의점을 휘갈기는건 진짜 정신병 아닌가... 인생 종쳤네 합의금이 얼마일까나... 점주 열받은 모습보니 지구끝까지 쫓아가서 받아낼 기세던데...,16,0
"경기 평택 편의점에 차량 돌진… ""점주와 싸운 후 홧김에""(…",11,2020.9.16 0:34,정신이온전치못하네 ㅉㅉㅉ그인생도딱하다 왜저래?,17,2
"경기 평택 편의점에 차량 돌진… ""점주와 싸운 후 홧김에""(…",12,2020.9.16 0:34,이정도면 살인미수로 올려랴겟네. 차로 돌진 했으면 고의성이 다분하구만,15,0
"경기 평택 편의점에 차량 돌진… ""점주와 싸운 후 홧김에""(…",13,2020.9.16 0:34,미친사람 천지,15,1
"경기 평택 편의점에 차량 돌진… ""점주와 싸운 후 홧김에""(…",14,2020.9.16 0:34,6월에도 똑같은 편의점에서 행패 부리다가 현행범으로 체포한 전력이 있네....저 새끼는 훗날 저 편의점 방화할듯...,14,0
"경기 평택 편의점에 차량 돌진… ""점주와 싸운 후 홧김에""(…",15,2020.9.16 0:34,일하던 직원은 얼마나 놀랬을까..알바생이었을텐데 아휴 싸이코,12,0
"경기 평택 편의점에 차량 돌진… ""점주와 싸운 후 홧김에""(…",16,2020.9.16 0:34,그래바야 지 손해지 차 뿌사지고 깜빵가고 ㅋ,9,1
"경기 평택 편의점에 차량 돌진… ""점주와 싸운 후 홧김에""(…",17,2020.9.16 0:34,유튜브보면 안에서 드리프트할때 구경하는 시민들 모두 한목소리로 쏴죽이라고함. 진짜 미국이었음 이미 벌집되고도 남았음,9,1
"경기 평택 편의점에 차량 돌진… ""점주와 싸운 후 홧김에""(…",18,2020.9.16 0:34,"경찰 욕하는 분들 계시는 데, 차로 편의점 밀고 들어갈 정도로 분노조절 안되는 사람이라면, 현장 경찰관이 총이라 쐈으면, 더 흥분했을 것이고 재수 없어 유탄이라도 스치면 온갖 피해자 코스프레 했을 것이고, 여성이라면 체포 중 신체접촉을 성추행 당했다고 억지 부릴 수도 있고~저런 사람은 발작하다 지칠 때까지 두는게 장땡~",8,0
"경기 평택 편의점에 차량 돌진… ""점주와 싸운 후 홧김에""(…",19,2020.9.16 0:34,저렇게 감정조절을 못 해서 지난 30년은 어떻게 살아왔을까 저 정도면 사회생활 불가할텐데,8,0
"경기 평택 편의점에 차량 돌진… ""점주와 싸운 후 홧김에""(…",20,2020.9.16 0:34,ㅋ홧김에 감방가믄 되겠네 가서도 객기 부려라,8,0
"월 4억 벌던 ‘호크 아이’ 코로나 백수 “딸 양육비 줄여달라”할리우드 스타 제레미 레너, 딸 양육비 감액 소송 마블 영화 시리즈에서 ‘호크 아이’라는 캐릭터로 인기를 끈 미국 영화 배우…",1,2020.9.16 0:34,호크아이 완전 ATM기네 ㅋㅋㅋㅋ 애 하나 양육비가 월 3만달라라니 그 돈으로 딸이아닌 전 부인이 호강하겠네,2245,114
"월 4억 벌던 ‘호크 아이’ 코로나 백수 “딸 양육비 줄여달라”할리우드 스타 제레미 레너, 딸 양육비 감액 소송 마블 영화 시리즈에서 ‘호크 아이’라는 캐릭터로 인기를 끈 미국 영화 배우…",2,2020.9.16 0:34,양육비로 월 3만달러 와~~~ 일안하고 딸만 키워도 연봉이 4억이라니 클래스 ㅎㄷㄷ,630,40
"월 4억 벌던 ‘호크 아이’ 코로나 백수 “딸 양육비 줄여달라”할리우드 스타 제레미 레너, 딸 양육비 감액 소송 마블 영화 시리즈에서 ‘호크 아이’라는 캐릭터로 인기를 끈 미국 영화 배우…",3,2020.9.16 0:34,월 3000만원은 너무 했다.,369,46
"월 4억 벌던 ‘호크 아이’ 코로나 백수 “딸 양육비 줄여달라”할리우드 스타 제레미 레너, 딸 양육비 감액 소송 마블 영화 시리즈에서 ‘호크 아이’라는 캐릭터로 인기를 끈 미국 영화 배우…",4,2020.9.16 0:34,음 저정도면 아빠가 키워야 하는거 아니냐?,270,20
"월 4억 벌던 ‘호크 아이’ 코로나 백수 “딸 양육비 줄여달라”할리우드 스타 제레미 레너, 딸 양육비 감액 소송 마블 영화 시리즈에서 ‘호크 아이’라는 캐릭터로 인기를 끈 미국 영화 배우…",5,2020.9.16 0:34,도대체 어떤 애를 키우길래 한달 교육비가 3500만원이 들어가냐,217,40
"월 4억 벌던 ‘호크 아이’ 코로나 백수 “딸 양육비 줄여달라”할리우드 스타 제레미 레너, 딸 양육비 감액 소송 마블 영화 시리즈에서 ‘호크 아이’라는 캐릭터로 인기를 끈 미국 영화 배우…",6,2020.9.16 0:34,네바다 별장이 23억 ㅋㅋㅋㅋㅋㅋㅋ 서울집값이 얼마나 비싼지 감이오네 ㅋㅋ,66,6
"월 4억 벌던 ‘호크 아이’ 코로나 백수 “딸 양육비 줄여달라”할리우드 스타 제레미 레너, 딸 양육비 감액 소송 마블 영화 시리즈에서 ‘호크 아이’라는 캐릭터로 인기를 끈 미국 영화 배우…",7,2020.9.16 0:34,"35만 달러에서 3만 달러정도 준건데, 비율로 치면 10퍼센트다... 300만원 버는 사람이 30만원 양육비로 주는거다. 지역적 특성, 교육 수준, 취미 생활 등 고려해서 형평성 있게 결정내린 법원 명령일텐데 댓글 수준 알만 하다.",73,23
"월 4억 벌던 ‘호크 아이’ 코로나 백수 “딸 양육비 줄여달라”할리우드 스타 제레미 레너, 딸 양육비 감액 소송 마블 영화 시리즈에서 ‘호크 아이’라는 캐릭터로 인기를 끈 미국 영화 배우…",8,2020.9.16 0:34,아빠가 쓰는 생활비도 어마어마 하구만 뭘..애를 같이 키웠을 때 부담가능한 비율이니까 명령이 나왔겠지미국은 엄마가 많이벌어도 똑같다,35,4
"월 4억 벌던 ‘호크 아이’ 코로나 백수 “딸 양육비 줄여달라”할리우드 스타 제레미 레너, 딸 양육비 감액 소송 마블 영화 시리즈에서 ‘호크 아이’라는 캐릭터로 인기를 끈 미국 영화 배우…",9,2020.9.16 0:34,겨우 10개월만에 이혼했네 얼핏 보니까 여자가 일반모델도 아니고 성인모델이었고 평판도 별로라는 말이 많고 그래도 제레미가 혼전계약서 작성해놔서 위자료는 안뜯기고 양육비로 쇼부친듯,31,2
"월 4억 벌던 ‘호크 아이’ 코로나 백수 “딸 양육비 줄여달라”할리우드 스타 제레미 레너, 딸 양육비 감액 소송 마블 영화 시리즈에서 ‘호크 아이’라는 캐릭터로 인기를 끈 미국 영화 배우…",10,2020.9.16 0:34,저게 당연한거지 양육비는 버는 돈에 따라서 환산되는 거다 지들이 뭐라고 많네 뭐네 ㅋㅋㅋㅋ애만 싸질러 낳고 책임도 안져서 배드파더스같은 사이트나 생기는 그 읍읍..,30,3
"월 4억 벌던 ‘호크 아이’ 코로나 백수 “딸 양육비 줄여달라”할리우드 스타 제레미 레너, 딸 양육비 감액 소송 마블 영화 시리즈에서 ‘호크 아이’라는 캐릭터로 인기를 끈 미국 영화 배우…",11,2020.9.16 0:34,딸 명의 펀드계좌에 넣는다는 문장 못읽고 연봉타령하는 난독들많네,21,0
"월 4억 벌던 ‘호크 아이’ 코로나 백수 “딸 양육비 줄여달라”할리우드 스타 제레미 레너, 딸 양육비 감액 소송 마블 영화 시리즈에서 ‘호크 아이’라는 캐릭터로 인기를 끈 미국 영화 배우…",12,2020.9.16 0:34,지금 호크아이 재산 걱정할 처지가 아닐텐데 ㅋㅋㅋㅋ 방구석 백수들 개웃겨,21,1
"월 4억 벌던 ‘호크 아이’ 코로나 백수 “딸 양육비 줄여달라”할리우드 스타 제레미 레너, 딸 양육비 감액 소송 마블 영화 시리즈에서 ‘호크 아이’라는 캐릭터로 인기를 끈 미국 영화 배우…",13,2020.9.16 0:34,댓글수준이 참..고정비로 1억쓰는사람이고 재산이 몇백억인 사람인데 양육비가 뭐가 많냐,15,0
"월 4억 벌던 ‘호크 아이’ 코로나 백수 “딸 양육비 줄여달라”할리우드 스타 제레미 레너, 딸 양육비 감액 소송 마블 영화 시리즈에서 ‘호크 아이’라는 캐릭터로 인기를 끈 미국 영화 배우…",14,2020.9.16 0:34,;;; 댓글이 미친건가 저 혼자 사는데도 월 10만달러 1억을 쓰는데 딸에게 보내는 3천만원이 아깝? 쓰는것도 별장관리 천만원 먹고 입는데 천만원 쓰는데 뭐 딸은 돈못버니 나보다 후진거 먹고 입으라는 심보임?,18,5
"월 4억 벌던 ‘호크 아이’ 코로나 백수 “딸 양육비 줄여달라”할리우드 스타 제레미 레너, 딸 양육비 감액 소송 마블 영화 시리즈에서 ‘호크 아이’라는 캐릭터로 인기를 끈 미국 영화 배우…",15,2020.9.16 0:34,"자산이 229억원인 데, 양육비 줄여달라라.....여자 생겼나보다. 전처와 전처사이의 딸에게 거액의 양육비를 주는 것도 아까운 것을 보니..",12,1
"월 4억 벌던 ‘호크 아이’ 코로나 백수 “딸 양육비 줄여달라”할리우드 스타 제레미 레너, 딸 양육비 감액 소송 마블 영화 시리즈에서 ‘호크 아이’라는 캐릭터로 인기를 끈 미국 영화 배우…",16,2020.9.16 0:34,왜 여자들은 돈을 못벌면서 애는 데려가고 양육비 받아쓰냐?,17,10
"월 4억 벌던 ‘호크 아이’ 코로나 백수 “딸 양육비 줄여달라”할리우드 스타 제레미 레너, 딸 양육비 감액 소송 마블 영화 시리즈에서 ‘호크 아이’라는 캐릭터로 인기를 끈 미국 영화 배우…",17,2020.9.16 0:34,220억 있고 지가 한달 쓰는돈이 애 양육비보다 훨씬 많겠구만 양육비 내기 싫음 지가 키우지 할리 베리도 능력없는 모델 전남편한테 돈 얼마나 많이 줬는데,13,6
"월 4억 벌던 ‘호크 아이’ 코로나 백수 “딸 양육비 줄여달라”할리우드 스타 제레미 레너, 딸 양육비 감액 소송 마블 영화 시리즈에서 ‘호크 아이’라는 캐릭터로 인기를 끈 미국 영화 배우…",18,2020.9.16 0:34,------- 연예인걱정 금지 --------,7,0
"월 4억 벌던 ‘호크 아이’ 코로나 백수 “딸 양육비 줄여달라”할리우드 스타 제레미 레너, 딸 양육비 감액 소송 마블 영화 시리즈에서 ‘호크 아이’라는 캐릭터로 인기를 끈 미국 영화 배우…",19,2020.9.16 0:34,호크아이가 아니고 호구아이 아니냐?,7,2
"홍석천 ""하루매출 1000만원→3만5000원 뚝"" 이태원 떠난 사…",1,2020.9.16 0:34,홍석천씨 말은 바로합시다 코로나 전에도 가게 7개 하던것중 이정권 들어서 5개 폐업 하셨잖아요 코로나 이후에 나머지 정리하신거고 코로나탓 하면서 자기위로 하는거에요? 누구 때문에 7개 다문닫게 됐는지 아직도 못느끼나요? 알아도 지지자라서 부정하나요?,8422,1102
"홍석천 ""하루매출 1000만원→3만5000원 뚝"" 이태원 떠난 사…",2,2020.9.16 0:34,참 불쌍하네 박근혜때 가게 7개 하면서 돈 잘벌면서 살아도 그렇게 불만을 가지더니 문재인때 그 가게 7개를 모두 접었는데도 불만한번 표시하지 못하는 저 세뇌된듯한 사상이 불쌍해,6332,453
"홍석천 ""하루매출 1000만원→3만5000원 뚝"" 이태원 떠난 사…",3,2020.9.16 0:34,석천아 문빠탈출은 지능순이다,2110,118
"홍석천 ""하루매출 1000만원→3만5000원 뚝"" 이태원 떠난 사…",4,2020.9.16 0:34,월세 950만원이 아니라 9500만원 이라도 장사가 잘되면 낼만하지! 결국은 월세가 아니라 경제 때문이지! 곧죽어도 문재인정부 때문이라 말 못하지? 얼마나 더 쪽빡을 차야 정신 차릴려나!,1937,190
"홍석천 ""하루매출 1000만원→3만5000원 뚝"" 이태원 떠난 사…",5,2020.9.16 0:34,당신도 문재앙 지지하지 않았냐.?,982,123
"홍석천 ""하루매출 1000만원→3만5000원 뚝"" 이태원 떠난 사…",6,2020.9.16 0:34,"전국에 소상공인들이 어이없어 웃을겁니다. 겨우 2월에 시작된 코로나로 7개월만에 전부 다 폐업한거라고요? 최저임금급등부터 시작해서 실패한 소득주도성장 으로 내수쫄망해서 3년전부터 시작된 문제잖아요. 연예인이라도 하며 살아야하니까 눈치보며 제대로 말을 못하는 건지, 아님 세뇌되어 진짜코로나만 문제라고 생각하는건지 진심 궁금하네요",589,21
"홍석천 ""하루매출 1000만원→3만5000원 뚝"" 이태원 떠난 사…",7,2020.9.16 0:34,박정권때 서민들 집 구입하기 좋았고 장사도 잘되었는데 거기다가 박통이 국민들 미래를 생각해서 국채 갚으면서도 60조나 곳간을 채웠음 자유민주주의 대통령 탄핵한 머저리 국민들 지금 살만 하냐,542,38
"홍석천 ""하루매출 1000만원→3만5000원 뚝"" 이태원 떠난 사…",8,2020.9.16 0:34,이태원에 건물 2개있고 일반직장인들 상상도못할만큼 방송해서 돈벌면서 소상공인 코스프레좀 그만해라그러고 또 방송출연료 받지만 진짜 소상공인들은 죽기 직전인데...왜맨날 힘들다고 징징거립니까??하루에 천만원 매출이면 중소기업이었네...ㄷㄷㄷ최고 9개 까지 했었으면 ...ㄷㄷㄷ왜자꾸 일반 소상공인 자영업자 코스프레하는건지...그만좀 합시다..진짜 힘든사람들 피눈물 흘리는데...건물2개 건물주님...,495,13
"홍석천 ""하루매출 1000만원→3만5000원 뚝"" 이태원 떠난 사…",9,2020.9.16 0:34,팩트 : 코로나 이전에 5개 폐업했다가 코로나터지고 남아있는 2개도 폐업함.,422,4
"홍석천 ""하루매출 1000만원→3만5000원 뚝"" 이태원 떠난 사…",10,2020.9.16 0:34,하루천만원이면. 정총리 말대로 벌어놓은거 쓰세요 ㅋㅋ여기에 해당되네,392,0
"홍석천 ""하루매출 1000만원→3만5000원 뚝"" 이태원 떠난 사…",11,2020.9.16 0:34,모은돈만해도 넘사벽 장동민도 그렇고 잘먹고잘살다 지금시점에 방송나와서 불쌍한척 서민들은 월세백만원도 못낸다,304,7
"홍석천 ""하루매출 1000만원→3만5000원 뚝"" 이태원 떠난 사…",12,2020.9.16 0:34,문재인 뽑았으니 감내해야죠. 2013년엔가 한창 냉부 유행할 때 이태원에 있는 식당에 갔었는데 알바생들 태도도 거만하고 음식 한 접시에 2~3만 원 하는데 너무 별로였어요. 2인 6만 원 가까이 나왔죠. 맛이라도 있었으면 좋은 기억으로 남았을텐데...그때 속으로 장사가 될까? 싶었는데 아니나 다를까. 그냥 다른 자영업자들처럼 운영 잘못해서 망한 거에요. 정부 정권 탓 하지 마세요. 그렇게 욕하던 박근혜 때는 장사 잘 돼도 감사하지 못하더니 다 뿌린 대로 거두는 겁니다.,231,14
"홍석천 ""하루매출 1000만원→3만5000원 뚝"" 이태원 떠난 사…",13,2020.9.16 0:34,하루 매출 천만원이면 월세 950만원 욕하면 안되죠. 박근혜 정권 때 월세 때문에 힘들다고 언플하더니 문재인 정부때 최저임금 인상으로 힘든 건 입도 뻥긋 안함. 그래서 당신이 욕먹는 거야.,186,8
"홍석천 ""하루매출 1000만원→3만5000원 뚝"" 이태원 떠난 사…",14,2020.9.16 0:34,당신이 그토록 좋아한 문 정부의 힘이니 겸허이 받아들이길,181,6
"홍석천 ""하루매출 1000만원→3만5000원 뚝"" 이태원 떠난 사…",15,2020.9.16 0:34,홍석천 너 전에 몇개 문 닫았잖니 왜 코로나 때문이라고 물타기 하니 최저 임금때문에 너가 말해놓고 이제와서 조금 영향은 있었겠지 거짓말 하지마라 문빠야,149,4
"홍석천 ""하루매출 1000만원→3만5000원 뚝"" 이태원 떠난 사…",16,2020.9.16 0:34,한국사람들은 장을찍어 맛을봐야 맛을안다... 6.25남침 일제식민지..왜있었나?....정신못차리고 좌파선동질에매몰되면..이런 위험한 국가로 전락한다...아직도 40프로?정말 정신못차렸다...,103,8
"홍석천 ""하루매출 1000만원→3만5000원 뚝"" 이태원 떠난 사…",17,2020.9.16 0:34,그동안은 억수로 많이 벌었으니 그걸로 버티세요 벌때도 있고 못벌때도 있는법이죠,88,2
"홍석천 ""하루매출 1000만원→3만5000원 뚝"" 이태원 떠난 사…",18,2020.9.16 0:34,팩트 아직도 문재앙 지지함 ㅋㅋㅋㅋㅋㅋㅋ,86,4
"홍석천 ""하루매출 1000만원→3만5000원 뚝"" 이태원 떠난 사…",19,2020.9.16 0:34,"박근혜때 가장 장사잘되는데 그때는 정권욕하고, 문재인때 가게 다 접고 망했는데 지금은 아무말 안하고. ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ",85,5
"홍석천 ""하루매출 1000만원→3만5000원 뚝"" 이태원 떠난 사…",20,2020.9.16 0:34,"코르나는 6개월, 18년장사 하루 1000만원 매출 그동안 도대체 얼마나 벌어먹은거야??",79,3
강해진 심장·파격 디자인…뼛속까지 바뀐 투싼이 왔다,1,2020.9.16 0:34,"살 사람 사고, 안 살 사람 안사면 그만인 문제고. 신형이 나올 때마다 크기도 커지고 디자인도 이뻐지니 새 차 욕심이 안 날 수가 없군..",387,50
강해진 심장·파격 디자인…뼛속까지 바뀐 투싼이 왔다,2,2020.9.16 0:34,1년뒤에나 사는걸 권장한다 초반에 결함 쏟아질터 ....,234,24
강해진 심장·파격 디자인…뼛속까지 바뀐 투싼이 왔다,3,2020.9.16 0:34,어떤차라도 새차 가지고 싶다 40대 4인가족 가장입니다. 한달 500을 벌어도 고딩초딩 그렇다고 학원을 많이보내는것도 아닌데 세후 월급으로 진짜 빡씨네요 하...,149,12
강해진 심장·파격 디자인…뼛속까지 바뀐 투싼이 왔다,4,2020.9.16 0:34,다 좋은데 저 그릴... 현대차는 그랜저부터.. 저 그릴이 맘에 안든다..,172,95
강해진 심장·파격 디자인…뼛속까지 바뀐 투싼이 왔다,5,2020.9.16 0:34,멋지네..,64,33
강해진 심장·파격 디자인…뼛속까지 바뀐 투싼이 왔다,6,2020.9.16 0:34,풀옵 4000 인가? ㅎ 노조때문에 수입차가격되겠군,19,1
강해진 심장·파격 디자인…뼛속까지 바뀐 투싼이 왔다,7,2020.9.16 0:34,디자인 완전 구림,18,2
강해진 심장·파격 디자인…뼛속까지 바뀐 투싼이 왔다,8,2020.9.16 0:34,앞 모양 엉망이네.. 저번 모델이 더 나은 듯.. 제발 외관과 지나치게 화려한 인테리어 그만 들이대고.. 차의 기본을 다듬기를..,29,15
강해진 심장·파격 디자인…뼛속까지 바뀐 투싼이 왔다,9,2020.9.16 0:34,노조만 없으면 현대도 글로벌에서 성공 했을턴디,15,4
강해진 심장·파격 디자인…뼛속까지 바뀐 투싼이 왔다,10,2020.9.16 0:34,베타 테스터 모집중....,10,0
강해진 심장·파격 디자인…뼛속까지 바뀐 투싼이 왔다,11,2020.9.16 0:34,"꼭 빼먹는게 있는데, 원가절감을 하기 위해 노조원들 고액연봉주기 위해 안보이게 줄인 사양들은 눈감고 말하고 있죠",42,34
강해진 심장·파격 디자인…뼛속까지 바뀐 투싼이 왔다,12,2020.9.16 0:34,최소 6개월 봐야한다... 말 안듣고 쳐.사서 결함으로울고불고 난리쳐봐야 병..싄 소리만 듣는다.,8,0
강해진 심장·파격 디자인…뼛속까지 바뀐 투싼이 왔다,13,2020.9.16 0:34,그릴이 너무 싸구려같이 보인다.....좀 고급스럽게 못 만드나,10,3
강해진 심장·파격 디자인…뼛속까지 바뀐 투싼이 왔다,14,2020.9.16 0:34,"찌럴 ㅋㅋㅋ 와이파이 연결해서 유툽 보면서 만드는 차, 도장불량 스티커 부착한채로 고객한테 출고 되는차 ㅋㅋㅋ",10,3
강해진 심장·파격 디자인…뼛속까지 바뀐 투싼이 왔다,15,2020.9.16 0:34,"파격적인 하자와, 조립품질로 모십니다. 아 물론 모든 잘못은, 잘못 만든 노조가 아니라 고객님 탓 입니다.",8,1
강해진 심장·파격 디자인…뼛속까지 바뀐 투싼이 왔다,16,2020.9.16 0:34,헐 투싼이 산타페가 되었네 차 가격 올리는 신공을 발휘하는구나 ㅋㅋㅋ,6,1
강해진 심장·파격 디자인…뼛속까지 바뀐 투싼이 왔다,17,2020.9.16 0:34,저 앞판 유행 지나면 구식의 아이콘이 될 것.,5,0
강해진 심장·파격 디자인…뼛속까지 바뀐 투싼이 왔다,18,2020.9.16 0:34,"그랜저, 펠리세이드, 투싼 등등 그 그릴이 이 그릴이고, 이 그릴이 그 그릴이네......난 저 그릴 컨셉이랑은 안맞는듯...ㅋ",5,0
강해진 심장·파격 디자인…뼛속까지 바뀐 투싼이 왔다,19,2020.9.16 0:34,몇년간은 현대차 못살거ㅜ같다 그릴디자인땜에..,5,1
강해진 심장·파격 디자인…뼛속까지 바뀐 투싼이 왔다,20,2020.9.16 0:34,2천 받으면 될 차를 3천이나 받고 파네 ㅉㅉ 엔진도 스마트스트림 ㅋㅋ 이거 GDI 문제 있어서 이전 구형 엔진 손 봐서 파는거 아닌가? ㅋㅋㅋㅋㅋㅋ,4,0
"""염색 안했다고 K방역 영웅?"" 불붙은 논쟁…정은경 머리 어…",1,2020.9.16 0:34,브리핑말고 한 게 없는 보여주기 청장 ㅋ 머리 영색할 시간이 없다는건 처음 코로나 발발시기엔 이해됐지만 지금은 문재인 정권을 위한 쇼로 보인다 이 분이 의사들처럼 직접 치료를 한것도 아니고 사람들 모이지 말라더니 자기 임명식엔 사람들 바글바글 ㅋ좌파들의 내로남불 쇼는 계속된다,7867,1756
"""염색 안했다고 K방역 영웅?"" 불붙은 논쟁…정은경 머리 어…",2,2020.9.16 0:34,"정확지적 같은데 나도 같은 생각했는데, 전권을 준다면서 왜 꼭 필요한 조치는 안하는건지, 최소한 내의견은 이렇다 정도 해줘야 믿고 따를텐데, 브리핑밖에 기억에 남는게 없는데 어느순간 영웅? 왜 혼자 모든영광을...",3831,306
"""염색 안했다고 K방역 영웅?"" 불붙은 논쟁…정은경 머리 어…",3,2020.9.16 0:34,나도 의사 말에 동감한다. 내부에서 나온 결과를 가지고 정부 입맛에 맞게 조절해서 브리핑만 했는데 K방역 영웅이라니...ㅋㅋ 머리싸메고 연구하던 연구원들 모두 입에 거품을 물고 자빠질 듯.,3515,278
"""염색 안했다고 K방역 영웅?"" 불붙은 논쟁…정은경 머리 어…",4,2020.9.16 0:34,솔직히 문재인의 쇼에 동조하며 충실히 묻어가는 공무원 그이상은 아니지 ᆞ나도 과하게 정은경 띄운다 생각이 들더라,2419,193
"""염색 안했다고 K방역 영웅?"" 불붙은 논쟁…정은경 머리 어…",5,2020.9.16 0:34,추미애..윤미향으로 지지율 떨어지니 영웅이 필요하긴 하다....,1314,80
"""염색 안했다고 K방역 영웅?"" 불붙은 논쟁…정은경 머리 어…",6,2020.9.16 0:34,"청장님이 편히 못주무시고 고생하신거 모르는사람 없다. 첨엔 고생하신다며 건강염려했지 욕댓글 거의없었다. 이런 불만이 나오는건 일선에서 목숨걸고 땀흘린 의료진은 파업했단 이유로 한순간에 적폐로 돌리면서 질본만 영웅몰이하는 정부와 언론에 거부감이 들어서겠지. 게다가 질본책임자로서 감염확산예방을 위해 좀더 적극적으로 정부에 의견을 냈어야함에도 불구하고 안그러신것같다. 중국인 입국금지,오프라인 개학,거리두기 완화,소비쿠폰 등 국민다수가 반대해도 결국 정부뜻대로 하지않았나? 물론 정부에 적극 반대하셨다면 그 자리엔 이미 다른 사람이 있겠지",985,53
"""염색 안했다고 K방역 영웅?"" 불붙은 논쟁…정은경 머리 어…",7,2020.9.16 0:34,"정은경이 수고 안했다는건 아닌데, 이 사람 이상으로 일선현장에서 감염위험 무릅쓰고 몸으로 떼운 사람들이 너무 많음.. 적당히 띄워주면 모르겠는데, 영웅 어쩌고 찬양수준의 언플을 하니 역풍이 불지.",713,33
"""염색 안했다고 K방역 영웅?"" 불붙은 논쟁…정은경 머리 어…",8,2020.9.16 0:34,처음엔 믿음직한 사람인줄 알았으나 온 국민과 의료진이 하는 이야기 들은 척도 안하고 맞는 지휘를 한게 없이 정부입맛데로 브리핑 해주고 결국엔 청장자리 달고 문재인 각하께 폴더인사 ..오만사람 다모이는 자기 입명식 한거에 정말 믿을 사람 없구나 느꼈다. 도대체 무슨 영웅이냐 기가차고 황망하다,483,28
"""염색 안했다고 K방역 영웅?"" 불붙은 논쟁…정은경 머리 어…",9,2020.9.16 0:34,염색이나 하세요 볼때마다 솔직히 웃겨요염색약 바르고 머리 감는데 한시간도 안걸리는데 ㅋㅋㅋ일부러 안하고 있는거 티나요,501,72
"""염색 안했다고 K방역 영웅?"" 불붙은 논쟁…정은경 머리 어…",10,2020.9.16 0:34,동감합니다. 일선에서 일하는 간호사와 의사가 영웅이지요.,301,17
"""염색 안했다고 K방역 영웅?"" 불붙은 논쟁…정은경 머리 어…",11,2020.9.16 0:34,"근데.. 난 딱히 저분을 싫어하지는 않는데. 이제와서 정리해 보자면, 뭔가 고생한'것' 같아 보이긴하는데 정작 뭘 '잘'했는지는 모르겠다. 아무나 저자리에 있었어도 최소 지금 정도까지는 해왔을것 같아. 터지면 뒤늦게 쫓아다닌거 '같긴'한데, 미리 '막은건' 하나도 없긴하지.",262,14
"""염색 안했다고 K방역 영웅?"" 불붙은 논쟁…정은경 머리 어…",12,2020.9.16 0:34,진짜 다 제쳐 두고 정은경씨가 한게 뭐예요? 올해초 의사협회에서 중국인 입국 막아 달라고 했는데 그것도 못해 임시공휴일도 못 막어 여행주간 이니 하면서 여행쿠폰 뿌리는것도 못 막어 그렇다고 8월 초부터 우한시 에서 입국 하는것도 못 막아 머리 염색하고 안 하고 옷 안 갈아 입고 꽤재꽤재 하게 다니고 언론 발표만 하고 그렇게 남들 한테는 집단으로 모이지 말라고 하면서 질본 질청으로 승격하고 대통령이 임명장 준다고 하니 몇백명이 다닥다닥 붙어서 인증샷 찍고 있고 도대체 뭘 한가요?,247,15
"""염색 안했다고 K방역 영웅?"" 불붙은 논쟁…정은경 머리 어…",13,2020.9.16 0:34,세월호와 코로나 없었으면 이정권은 존재하지 않았다.,190,15
"""염색 안했다고 K방역 영웅?"" 불붙은 논쟁…정은경 머리 어…",14,2020.9.16 0:34,진정 영웅은 무더위에 방호복 입고 현장에서 헌신한 의료진과 간호사입니다.,133,1
