,Title,ReplyIndex,CrawlingTime,Content,Like,Hate
10,"PC방 발로 뛴 카카오게임즈 대표의 호소 ""PC방 음식 팔아…신종 코로나바이러스 감염증(코로나19) 확산에 PC방 업계가 직격타를 맞은 상황에서 카카오게임즈의 남궁훈 대표가 방역 당…",11,2020-09-15 00:00,카카오대표가 피씨방을 초창기때 해봤던걸로 어디선가 본거같아서 누구보다 피씨방의 생태를 잘알고 말한거같네...피씨요금이 싼이유는 먹거리로 매출을 끌어올릴수 있기 때문이라고 봐도 된다. 물론 경쟁매장으로 인해 요금이 안오를수도 있지만...칸막이가 있고 모니터와 마주보는 피씨방에서 음료나 음식을 먹는건 카페나 식당보다 안전하다는건 팩트다!,13,1
11,"PC방 발로 뛴 카카오게임즈 대표의 호소 ""PC방 음식 팔아…신종 코로나바이러스 감염증(코로나19) 확산에 PC방 업계가 직격타를 맞은 상황에서 카카오게임즈의 남궁훈 대표가 방역 당…",12,2020-09-15 00:00,노래방은 문도 못열고 있다.모든 요구 다 받아주면 방역은 어떻게 하란말이가?,13,3
12,"PC방 발로 뛴 카카오게임즈 대표의 호소 ""PC방 음식 팔아…신종 코로나바이러스 감염증(코로나19) 확산에 PC방 업계가 직격타를 맞은 상황에서 카카오게임즈의 남궁훈 대표가 방역 당…",13,2020-09-15 00:00,계속 적자보다가 죽습니다 자영업자 다 죽고서 풀어줄겁니까!!,10,1
13,"PC방 발로 뛴 카카오게임즈 대표의 호소 ""PC방 음식 팔아…신종 코로나바이러스 감염증(코로나19) 확산에 PC방 업계가 직격타를 맞은 상황에서 카카오게임즈의 남궁훈 대표가 방역 당…",14,2020-09-15 00:00,Pc방 칸막이에서 음식 먹는게 식당보다는 더 안전하지 않음?,9,0
14,"PC방 발로 뛴 카카오게임즈 대표의 호소 ""PC방 음식 팔아…신종 코로나바이러스 감염증(코로나19) 확산에 PC방 업계가 직격타를 맞은 상황에서 카카오게임즈의 남궁훈 대표가 방역 당…",15,2020-09-15 00:00,맞는말하는데 뭐래 라니 피시방 기본 1시간 1천원도안해 것도 막 충전만원하면 15시간그사람들 먹을꺼나 음료팔아 장사하는디 가봣으면알꺼야 옆자리랑 거리넉넉개인 먹으면서 말을해뭘해,15,7
15,"PC방 발로 뛴 카카오게임즈 대표의 호소 ""PC방 음식 팔아…신종 코로나바이러스 감염증(코로나19) 확산에 PC방 업계가 직격타를 맞은 상황에서 카카오게임즈의 남궁훈 대표가 방역 당…",16,2020-09-15 00:00,"피방 진짜 요금만으로는 남는거 거의 없음 12년에 알바할때 사장님이 대략1000원당 700원은 고정지출이라 했음. pc방프리미엄요금 250~300, 인건비 250, 전기+기타세금200 정도. 여기다가 다음세대 컴터업글을 위한 비축까지 고려하면 진짜 남는거 없다했음. 근데 12년보다 지금 최저임금이 거의 2배는 올랐으니.....",9,1
16,"PC방 발로 뛴 카카오게임즈 대표의 호소 ""PC방 음식 팔아…신종 코로나바이러스 감염증(코로나19) 확산에 PC방 업계가 직격타를 맞은 상황에서 카카오게임즈의 남궁훈 대표가 방역 당…",17,2020-09-15 00:00,이렇게된김에 방역은 해야하니 당분간 전국 PC방 시간당 2500원 통일시켜라 미성년자도없고 성인들이니 대부분 PC방 사정 이해해줄거다,8,0
17,"PC방 발로 뛴 카카오게임즈 대표의 호소 ""PC방 음식 팔아…신종 코로나바이러스 감염증(코로나19) 확산에 PC방 업계가 직격타를 맞은 상황에서 카카오게임즈의 남궁훈 대표가 방역 당…",18,2020-09-15 00:00,칸막이 있는 피씨방에서 음식먹는게 식당보다 안전하지않냐? 뭐라도 하는척 해야하니 지지율낮은 젊은 남자애들이 가는 피시방을 패야지,8,1
18,"PC방 발로 뛴 카카오게임즈 대표의 호소 ""PC방 음식 팔아…신종 코로나바이러스 감염증(코로나19) 확산에 PC방 업계가 직격타를 맞은 상황에서 카카오게임즈의 남궁훈 대표가 방역 당…",19,2020-09-15 00:00,이 사람이 무슨 pc방 사장님 걱정한다고 이런말을 하겠습니까 ㅋㅋ카카오게임즈 매출액의 절반이 배틀그라운드 pc방 수입에서 나오는데PC방 폐업과 영업 중지로 신규 PC방 없고 폐업하고 매출액 떨어지니소상공인 위하는 것처럼 포장해서 말하는 겁니다..이 사람 회사 매출액이랑 상관없는 음식점이었으면 절대 한마디도 안하고 관심도 없을겁니다기업인이랑 원래 그런법입니다,7,1
19,"PC방 발로 뛴 카카오게임즈 대표의 호소 ""PC방 음식 팔아…신종 코로나바이러스 감염증(코로나19) 확산에 PC방 업계가 직격타를 맞은 상황에서 카카오게임즈의 남궁훈 대표가 방역 당…",20,2020-09-15 00:00,??:카카오 들어오라고 하세요,6,0
20,"""50대는 안됩니다""…실손보험 가입 막는 보험사들, 왜?",1,2020-09-15 00:00,피부미용 수액 끼워넣은 도수치료 20만원... 적자 안 날 수 있겠냐? 사기꾼 의새들 보험사기 조사들어가야 한다.,1159,74
21,"""50대는 안됩니다""…실손보험 가입 막는 보험사들, 왜?",2,2020-09-15 00:00,실손보험은 의새들과 가입자들이 장난질이 넘 심하다 손해는 당연하지 안과 정형외과 신경외과 한방병원 가짜환자가 득실득실 신고제 도입해야한다,612,46
22,"""50대는 안됩니다""…실손보험 가입 막는 보험사들, 왜?",3,2020-09-15 00:00,실보.적자 인건 안다.근데 보험사 니들도 웃기지 않냐?솔직히 의료적 보험이란게 젊고 건강한 30대 까지는 거의 보험료만 내다가 40대 넘어서면서 몸이 아프기 시작하면 병원가고 보험금 청구하는건데 그전에 받아먹은건 생각 안하고 나가는 보험금만 따지는건 웃기는거 아냐?나도 30대에 보험 들어서 돈만 내다가 50대 넘어서 병원 다니면서 실비 청구하는데 너무 따지지 않았으면 좋겠다.피곤해.,220,4
23,"""50대는 안됩니다""…실손보험 가입 막는 보험사들, 왜?",4,2020-09-15 00:00,할튼 보험사놈들 잔대가리 굴리는것좀봐라 ㅎㅎ,219,63
24,"""50대는 안됩니다""…실손보험 가입 막는 보험사들, 왜?",5,2020-09-15 00:00,이게 보험사의 본모습이지...ㅉㅉ광고폭탄...돈은 누구 호주머니에서?,202,53
25,"""50대는 안됩니다""…실손보험 가입 막는 보험사들, 왜?",6,2020-09-15 00:00,"40~50대가 가장위험한시기다 암진단금은 일회용지만 실손은 아니다~~ 암은 한번으로 끝난게아니야, 건강은 한부로장담하는게아냐~~~",147,13
26,"""50대는 안됩니다""…실손보험 가입 막는 보험사들, 왜?",7,2020-09-15 00:00,과잉진료가 왜 생겼을지 생각은 못하냐. 난 실손보험 들고도 가면 내가 무는 1만원이 아까워서 병원 잘안간다. 1년에 1~2번 그것도 3만원이나 5만원을 넘지도 않고. 만기때 타먹는것도 아니고 없어지는건데 매달 4만원. 아까워 죽겠는데. 작년에 2만원을 올린다고 통지 날라옴. 나같이 돈만 내고 안가도 다 똑 같이 올린다니까 혈안이 되서라도 타 먹을 구실 없나 싶더라. 많이 청구하면 올리고. 청구 많이 안하면 내리는걸 만들어!!,96,2
27,"""50대는 안됩니다""…실손보험 가입 막는 보험사들, 왜?",8,2020-09-15 00:00,실비보험 있으세요? 묻는 병원은 거름. 그런 병원은 진짜 웃기지도 않는 치료를 권하는 게 일상.,85,0
28,"""50대는 안됩니다""…실손보험 가입 막는 보험사들, 왜?",9,2020-09-15 00:00,실손을 이용해서 자기 배채우고있는 의사들이 문제죠~ 병원가면 실비 타게 해준다며 온갖검사 다 받으라고하잖아요~ 그러면서 파업은 무슨~,75,8
29,"""50대는 안됩니다""…실손보험 가입 막는 보험사들, 왜?",10,2020-09-15 00:00,피부미용 도수치로(안마) 이거에 수십만원씩을 꽁짜로 햐준다고 의료수가 올리는건 환자가아니라 병원이지 병원에서 그거 안좋다고하면 다안한다 실비있냐 공짜다 해라 좋다 하니 다하는거야,60,4
30,"""50대는 안됩니다""…실손보험 가입 막는 보험사들, 왜?",11,2020-09-15 00:00,"지들이 만들어 팔아놓고 이제야 딴소리야, 나쁜 놈들.",52,4
31,"""50대는 안됩니다""…실손보험 가입 막는 보험사들, 왜?",12,2020-09-15 00:00,실손 5년 갱신인데 이번에 2배 반 오름. 그냥 해지하라는 뜻임. 해지하고 매달 계좌 만들어 병원비조로 저금해둘려구요. 15년동안 보험료 30만원 받아 봤음. 같은 돈을 5년동안 저축하면 수백만원. 그냥 내돈 내고 치료 받을려구요.,47,5
32,"""50대는 안됩니다""…실손보험 가입 막는 보험사들, 왜?",13,2020-09-15 00:00,"딱 두가지만 손보면됨 하나는 소위말하는 과잉진료(영양주사,도수치료,한방병원등) 그런거 실손안해주면되고 둘째는 자동차보험처럼 많이 해먹은놈 갱신시 할증부과하면됨",41,0
33,"""50대는 안됩니다""…실손보험 가입 막는 보험사들, 왜?",14,2020-09-15 00:00,일부병원에서 마늘주사 맞고 실비 청구하라고 대노코 강요한다..썩어빠진 의료진이냐? 장사꾼들이냐???,37,2
34,"""50대는 안됩니다""…실손보험 가입 막는 보험사들, 왜?",15,2020-09-15 00:00,도수치료 타이 마사지로 생각하고 받는사람 수두룩.. 실손보험으로ㅋㅋ 성실 납부자만 바보되는 세상,30,2
35,"""50대는 안됩니다""…실손보험 가입 막는 보험사들, 왜?",16,2020-09-15 00:00,의사들이 제일 문제임;; 진찰 자리앉자마자 실손보험있냐고 묻는다. 의사들 과잉진료부터 잡아라.,28,3
36,"""50대는 안됩니다""…실손보험 가입 막는 보험사들, 왜?",17,2020-09-15 00:00,실손보험은 없애는게 정답이다. 실손보험 몇만원을 차라리 건강보험으로 내면 진짜 거의무상의료 가능한데..,30,6
37,"""50대는 안됩니다""…실손보험 가입 막는 보험사들, 왜?",18,2020-09-15 00:00,병원측과 환자도 문제 과잉진료가 결국 자식들과 자기살 갈아 먹는줄 모르고 받고보자야 얼마전 허리 근육이 놀라서 물리치료 받으러 갓더니 실손 묻길래 없다고 하니까 그냥 일반으로~~실손 가입한지 11년 됏지만 부당한 진료 받은적 업음보험은 꼭 필요한 환자가 받아야지,27,3
38,"""50대는 안됩니다""…실손보험 가입 막는 보험사들, 왜?",19,2020-09-15 00:00,있어도 보험료 자꾸 올라서 고민..없으면 어디 크게 아플까 고민...,24,1
39,"""50대는 안됩니다""…실손보험 가입 막는 보험사들, 왜?",20,2020-09-15 00:00,병원가면 보험부터 물어보는게 정상이냐? 법으로 그런것부터 막아야한다. 병원이 보험 가입조사시 영업정지 와 신고자 포상제도화 하라!,19,0
40,"'제2 테슬라' 니콜라 사기설···서학개미 울상, 800억 날…",1,2020-09-15 00:00,"조국, 윤지오, 윤미향, 추미애 발굴한 문재인 꼬라지",500,97
41,"'제2 테슬라' 니콜라 사기설···서학개미 울상, 800억 날…",2,2020-09-15 00:00,서학개미는 무슨... 그냥 묻지마 투자지.,169,3
42,"'제2 테슬라' 니콜라 사기설···서학개미 울상, 800억 날…",3,2020-09-15 00:00,일부 진짜 공부열심히하고 분석하는 상위5% 개미빼면 95프로 개미들은 결국 개미지옥으로 빠지게되있음 언제빠지는지 시간문제지...단타니 테마주니 하면서 환상갖고 있는 개미들은 100프로 개미지옥행이다,66,5
43,"'제2 테슬라' 니콜라 사기설···서학개미 울상, 800억 날…",4,2020-09-15 00:00,김승연한테 원투펀치 맞겟네,49,3
44,"'제2 테슬라' 니콜라 사기설···서학개미 울상, 800억 날…",5,2020-09-15 00:00,수소 태양광 풍력 모두 사기야. 비용이 더 드는 사기라고.,51,17
45,"'제2 테슬라' 니콜라 사기설···서학개미 울상, 800억 날…",6,2020-09-15 00:00,한화 오너 김승연과 자식들도 사기극에 한 몫 했는지 조사해봐라~한화 주식 폭등했고 널뛰기 했는데~,20,3
46,"'제2 테슬라' 니콜라 사기설···서학개미 울상, 800억 날…",7,2020-09-15 00:00,테슬라와의 비교도 웃기는게 테슬라가 마감때문에 까여도 테슬라는 생산하는 실제 차량도 있고 자율주행기술이 계속 업그레이되고 있는데니콜라는 뭐가 있음.달랑 시제차 하나 있는데 이걸로 뭘 하겠다고,11,1
47,"'제2 테슬라' 니콜라 사기설···서학개미 울상, 800억 날…",8,2020-09-15 00:00,늦기전에 팔아라. 끝이 보인다.,11,3
48,"'제2 테슬라' 니콜라 사기설···서학개미 울상, 800억 날…",9,2020-09-15 00:00,필립피셔 책 보면 개인투자자가 하지말아야할 사항 가운데 하나로 ' 영업이익을 한번도 내보지 못한 기업 주식은 전망이 아무리 좋다고 떠들어도 사지말라고 ' 되있던데 그말이 딱 맞네.,8,1
49,"'제2 테슬라' 니콜라 사기설···서학개미 울상, 800억 날…",10,2020-09-15 00:00,니콜라 주식이 30불에서 3불되어야 한화는 본전임한화 걱정할 때가 아니라 비싸게 산 개미들 걱정해야 할듯,8,1
50,"'제2 테슬라' 니콜라 사기설···서학개미 울상, 800억 날…",11,2020-09-15 00:00,털고 동학에 붙어,7,0
51,"'제2 테슬라' 니콜라 사기설···서학개미 울상, 800억 날…",12,2020-09-15 00:00,"생각을 해봐라,,, 기존에 차를 만들던 회사에서,,, 전기차도 더 잘만들겠지 ㅋㅋ",6,1
52,"'제2 테슬라' 니콜라 사기설···서학개미 울상, 800억 날…",13,2020-09-15 00:00,수소랑 풍력 태양광은 모두사기입니다이들은 자연조건이 맞아야하는데한반도는 해당사항없어요태양광은 스페인 풍력은 북해지역 수소는음 지구상에 없어요솔직 제가아는 연료전지업체도 적자입니다연료전지 웃긴건 천연가스가 연료인데신재생이라고 정부에서 인정해줍니다미국에서 생산안하면 제일비싼에너지인데요,5,0
53,"'제2 테슬라' 니콜라 사기설···서학개미 울상, 800억 날…",14,2020-09-15 00:00,화나그룹 김 회장께서 국제적인 해결사들 미국 니꼴라 보내서 가죽 장갑으로 곧 해결하실 계획이 있을 수도.. ㅋㅋㅋ,5,0
54,"'제2 테슬라' 니콜라 사기설···서학개미 울상, 800억 날…",15,2020-09-15 00:00,gm도 속고 다른 투자자들도 속앗다는게 말이될까 투자할 때 기술도 직접 보고 그러지 않ㄴ나,5,0
55,"'제2 테슬라' 니콜라 사기설···서학개미 울상, 800억 날…",16,2020-09-15 00:00,제2의 스타벅스 루이싱거래정짘ㅋㅋㅋㅋㅋㅋ엌ㅋㅋㅋㅋㅋ,5,0
56,"'제2 테슬라' 니콜라 사기설···서학개미 울상, 800억 날…",17,2020-09-15 00:00,딱봐도 사기꾼 회사인데 한화는 왜? ㅜㅜ 날려먹겠다..,5,0
57,"'제2 테슬라' 니콜라 사기설···서학개미 울상, 800억 날…",18,2020-09-15 00:00,오늘 니콜라 풀매수갑니다.응원바랍니다,8,4
58,"'제2 테슬라' 니콜라 사기설···서학개미 울상, 800억 날…",19,2020-09-15 00:00,온갖 거짓말이라고 하니 갑자기 추미애가 생각난다.,7,3
59,"""고수익 비결? 새벽 6시 일어나 전략짜고 손절매는 칼같이""",1,2020-09-15 00:00,공매도 안당해봤구나 ~ 공매도 활성화 되서 이런 수익 나면 인정,520,33
60,"""고수익 비결? 새벽 6시 일어나 전략짜고 손절매는 칼같이""",2,2020-09-15 00:00,댓글들 왜이러냐 대학생들이 하루라도 일찍 금융투자에 눈뜬건 대단한 일이지 뭐가 그리 모가났냐 주식 물려서 샘나나 보네,457,43
61,"""고수익 비결? 새벽 6시 일어나 전략짜고 손절매는 칼같이""",3,2020-09-15 00:00,여태까지 운이 좋았겠지 ㅋㅋ 암만 계산하고 '공부'해봤자 삐끗해서 날려먹는건 한 순간이지.,232,27
62,"""고수익 비결? 새벽 6시 일어나 전략짜고 손절매는 칼같이""",4,2020-09-15 00:00,누가 제목만 보면 주식투자가 쉬운줄 알겠네... 재무재표보고 기업분석하고 미래산업 분석해도 돈 잃고 물려서 스트레스 받는게 주식시장인데...,161,6
63,"""고수익 비결? 새벽 6시 일어나 전략짜고 손절매는 칼같이""",5,2020-09-15 00:00,공매도가 다시 나타나면 이들은 소리소문없이 사라지겠지,134,9
64,"""고수익 비결? 새벽 6시 일어나 전략짜고 손절매는 칼같이""",6,2020-09-15 00:00,원래 좋은 얘기는 갖다 붙이기 나름인거야.. 바이오주에 신용대출로 풀매수해서 몇십배 먹었어요~ 이런 소리 하는 사람은 없을거다. 다들 자신이 공부했다. 논문을 찾아봤다 이런 소리나 하겠지. 나도 이번장에서 꽤 벌었지만 운이 좋았던거다 라고 생각한다. 뭔가 대단한 걸 이룬건 아니다. 그리고 당일 매매 하는 걸 투자라고 하지마라. 그건 투자가 아니다. 하루만에 성장하는 기업이 있냐? 그냥 매매한다고 해라. 투자라고 하지말고,62,0
65,"""고수익 비결? 새벽 6시 일어나 전략짜고 손절매는 칼같이""",7,2020-09-15 00:00,손절은 칼같이..ㅋㅋㅋ 계속 손절만 하게 생겼네..,43,5
66,"""고수익 비결? 새벽 6시 일어나 전략짜고 손절매는 칼같이""",8,2020-09-15 00:00,주식이란놈이 새벽6시에 일어나 전략을 짠다고 그것대로 움직이냐 하여간 주식한번 해보지않은 기레기가 말도 안되는 얘기를 지껄이는군 손절매했다가 그다음 크게오르면 속뒤집어진다,34,0
67,"""고수익 비결? 새벽 6시 일어나 전략짜고 손절매는 칼같이""",9,2020-09-15 00:00,웃고 갑니다..,30,0
68,"""고수익 비결? 새벽 6시 일어나 전략짜고 손절매는 칼같이""",10,2020-09-15 00:00,다 부질없는 짓. 결국 잃을 것이다.,24,3
69,"""고수익 비결? 새벽 6시 일어나 전략짜고 손절매는 칼같이""",11,2020-09-15 00:00,주식에서 젤 위험하게 칼같은 손절입니다.칼손절 반복되다보면 계좌 토막나요...차트랑재료살아있는거로 진득허니 3번정도 분할매수예상해서 절대손절없이 먹고나와야 성공하죠,22,1
70,"""고수익 비결? 새벽 6시 일어나 전략짜고 손절매는 칼같이""",12,2020-09-15 00:00,15년동안 꼴방에서 주식만 하고 살다 다 끊어버리고 욕심줄이고 사니 세상이 이렇게 평화롭고 영혼이 맑아질수가~~~주식하려거든 무슨수를 써서라도 젊고 벌수 있을때 많이 벌어서 부동산에 투자하고 주식판때기 떠나라. 주식 오래하면 분명코 제명에 못죽는다. 시작하는 것도 중요한만큼 어떻게 마무리 하는가도 대단히 대단히 중요하다.,19,1
71,"""고수익 비결? 새벽 6시 일어나 전략짜고 손절매는 칼같이""",13,2020-09-15 00:00,"내년에 공매도 시작되면 이런 개미들의 수법은 안 통합니다. 외국인과 기관이 하루에 마이너스 10%씩 급락시킵니다. 그리고 2년 후에 반값에 다시 사 줍니다. 항상 똑 같은 패턴으로 공매도 합니다. 외국인 누워도 우리나라 돈 먹기. 그래서 항상 주식전문가들은 2년 사이클, 2년 주기 합니다. 개미는 반토막에 항상 팔게 됩니다. 공매도 없는 지금이 천국이지요...",19,1
72,"""고수익 비결? 새벽 6시 일어나 전략짜고 손절매는 칼같이""",14,2020-09-15 00:00,모의투자 백날 수익내봐라ㅋㅋㅋㅋㅋ 니 돈 걸리면 달라진다,19,1
73,"""고수익 비결? 새벽 6시 일어나 전략짜고 손절매는 칼같이""",15,2020-09-15 00:00,젊어서 쉽게 돈 번 경험이 평생 자신을 괴롭힐 수 있다. 그래서 주식 투자는 40대 이상만 하라는 소리가 있지.,14,2
74,"""고수익 비결? 새벽 6시 일어나 전략짜고 손절매는 칼같이""",16,2020-09-15 00:00,"4월부터 달어와서 상승장에 수익낸게 뭐 대단하다고, 하락장 아직 못겪어봤으니 주식 무서운줄 모르는거지. 깡통 금방이다",13,1
75,"""고수익 비결? 새벽 6시 일어나 전략짜고 손절매는 칼같이""",17,2020-09-15 00:00,은행금리 보다 낳은 수익 정도로만 목표로하고 우량주 배당 투자가 리스크 관리에 용의하다고 생각합니다. 전문투자자 이외 분들은 실시간 대응이힘들어서 깨지지 않는 투자를 지향합니다,11,1
76,"""고수익 비결? 새벽 6시 일어나 전략짜고 손절매는 칼같이""",18,2020-09-15 00:00,폐인들 엄청 생기겠다,12,4
77,"""고수익 비결? 새벽 6시 일어나 전략짜고 손절매는 칼같이""",19,2020-09-15 00:00,"공부해서 투자가 되면, 주식하지 누가 미쳤게 기업 운영하겠냐. 좀만 공부하면 돈 버는데 정부한테 당하고 세계에서 치열하게 경쟁해야하고 스트레스 이빠이인데, 경제학 교수들이 주식해서 돈 벌었다는 소리 들어나 봤나?? 공부해서 주식 잘되면, 이재용이가 미쳤다고 문재앙한테 당해가면서 기업 이끌어가냐. 그냥 혼자 어마어마한 돈으로 주식해서 돈 끌어모으지",10,2
78,"""고수익 비결? 새벽 6시 일어나 전략짜고 손절매는 칼같이""",20,2020-09-15 00:00,기사 참. 한심하다는 생각이 든다. 버는 소수도 있지만 대다수가 잃는시장. 주식하지 마라.,10,2
79,"""강남서 점심 배달 3시간 뛰고 1만5000원 벌었습니다""",1,2020-09-15 00:00,최소 일주일은 체험하고 기사를 써라,1703,43
80,"""강남서 점심 배달 3시간 뛰고 1만5000원 벌었습니다""",2,2020-09-15 00:00,오토바이 소음 규제쥼 해주세요.. 너무 시끄럽습니다 ㅠㅠ,943,44
81,"""강남서 점심 배달 3시간 뛰고 1만5000원 벌었습니다""",3,2020-09-15 00:00,그나마 직접체험이라도하고 기사쓰니 다행이다.,242,10
82,"""강남서 점심 배달 3시간 뛰고 1만5000원 벌었습니다""",4,2020-09-15 00:00,제목보면 시급 5천원인더...,158,9
83,"""강남서 점심 배달 3시간 뛰고 1만5000원 벌었습니다""",5,2020-09-15 00:00,오토바이가 인도에서 질주하는 것좀 막아주세요. 자전거는 그렇더라도 오토바이가 인도 질주는 너무하는 것 아닙니까!,79,2
84,"""강남서 점심 배달 3시간 뛰고 1만5000원 벌었습니다""",6,2020-09-15 00:00,"라이더들 제발 야간에 ""형광조끼"" 입게 하던지 해주세요. 횡단보도 모서리, 주택가 골목 사이에서 툭툭 갑자기 튀어나오는데 보이지가 않아요!!",52,1
85,"""강남서 점심 배달 3시간 뛰고 1만5000원 벌었습니다""",7,2020-09-15 00:00,이 일회용 포장용기들은 다 어찌할꼬...,48,2
86,"""강남서 점심 배달 3시간 뛰고 1만5000원 벌었습니다""",8,2020-09-15 00:00,라이더들이 있어서 집에서 편하게 먹을수 있기는 한데... 어린 라이더들 온몸에 문신하고 동네 편의점 앞에 옹기종기 모여 오토바이 세워두고 담배 뻑뻑 피워대는 모습 보고 있노라면 화도 난다.,43,2
87,"""강남서 점심 배달 3시간 뛰고 1만5000원 벌었습니다""",9,2020-09-15 00:00,"어제도 노란 신호에 속도 줄이는 차를 뒤에서 때려박고 나가떨어져 주저앉아 어우어우 끙끙거리는 라이더를 봤다. 비가 떨어지던 8차선 다리 위였고, 헬맷은 미착용... 반대 차선에서 너무 놀라 슬금슬금 지나왔다. 오늘은 점심시간 끼고 3시간 운전하고 여기저기 다녔는데 4대의 오토바이가 칼치기를 하며 끼어들었다. 배달이 많아지면서 오토바이들 운전이 위험해진것같다.",37,0
